Latitude,Longitude,NR_UE_Throughput_PDCP_DL,NR_UE_PCI_0,NR_UE_RB_Num_DL_0,NR_UE_Pathloss_DL_0,App_Throughput_DL,NR_UE_Power_Tx_PUSCH_0,NR_UE_RSRP_0,NR_UE_BLER_DL_0,NR_UE_NACK_Rate_DL_0,NR_UE_NACK_Rate_UL_0,NR_UE_Ack_As_Nack_DL_0,NR_UE_Nbr_RSRP_0,NR_UE_Nbr_PCI_0,NR_UE_SINR_0,NR_UE_RSRQ_0,NR_UE_Nbr_RSRQ_0,NR_UE_Nbr_PCI_1,NR_UE_Nbr_PCI_2,NR_UE_Timing_Advance,NR_UE_Nbr_RSRP_1,NR_UE_Nbr_RSRP_2,loc_key,NR_UE_PCI_0_lat,NR_UE_PCI_0_lon,NR_UE_PCI_0_azimuth,NR_UE_PCI_0_height,NR_UE_PCI_0_bs_found,NR_UE_Nbr_PCI_0_lat,NR_UE_Nbr_PCI_0_lon,NR_UE_Nbr_PCI_0_azimuth,NR_UE_Nbr_PCI_0_height,NR_UE_Nbr_PCI_0_bs_found,NR_UE_Nbr_PCI_1_lat,NR_UE_Nbr_PCI_1_lon,NR_UE_Nbr_PCI_1_azimuth,NR_UE_Nbr_PCI_1_height,NR_UE_Nbr_PCI_1_bs_found,NR_UE_Nbr_PCI_2_lat,NR_UE_Nbr_PCI_2_lon,NR_UE_Nbr_PCI_2_azimuth,NR_UE_Nbr_PCI_2_height,NR_UE_Nbr_PCI_2_bs_found,NR_UE_PCI_0_distance,NR_UE_PCI_0_bearing,NR_UE_PCI_0_angle_offset,NR_UE_PCI_0_cos_offset,NR_UE_PCI_0_rsrp_weighted,NR_UE_Nbr_PCI_0_distance,NR_UE_Nbr_PCI_0_bearing,NR_UE_Nbr_PCI_0_angle_offset,NR_UE_Nbr_PCI_0_cos_offset,NR_UE_Nbr_PCI_0_rsrp_weighted,NR_UE_Nbr_PCI_1_distance,NR_UE_Nbr_PCI_1_bearing,NR_UE_Nbr_PCI_1_angle_offset,NR_UE_Nbr_PCI_1_cos_offset,NR_UE_Nbr_PCI_1_rsrp_weighted,NR_UE_Nbr_PCI_2_distance,NR_UE_Nbr_PCI_2_bearing,NR_UE_Nbr_PCI_2_angle_offset,NR_UE_Nbr_PCI_2_cos_offset,NR_UE_Nbr_PCI_2_rsrp_weighted
41.10723,29.02949,,48,,,,,-84.4,,,,,-96.9,76,6.9,-11.0,-16.1,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-79.45255372804662,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-55.111709257103385,,,,,,,,,,
41.10723,29.02949,,48,,,,,-85.1,,,,,-95.3,76,,-11.2,-16.2,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-80.11152040588586,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-54.2017119938282,,,,,,,,,,
41.10723,29.02949,,48,,,,,-86.2,,,,,-96.6,76,5.6,-11.5,-17.5,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-81.14703947106183,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-54.94108477023928,,,,,,,,,,
41.10723,29.02949,,48,,,,,-86.7,,,,,-96.1,76,9.9,-11.6,-16.3,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-81.61772995523272,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-54.656710625465784,,,,,,,,,,
41.10723,29.02949,,48,,,,,-85.8,,,,,-100.4,76,13.4,-10.6,-17.8,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-80.77048708372511,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-57.10232827051785,,,,,,,,,,
41.10723,29.02949,,48,,,,,-86.7,,,,,-100.0,76,10.6,-10.5,-16.3,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-81.61772995523272,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-56.874828954699055,,,,,,,,,,
41.10723,29.02949,,48,,,,,-88.5,,,,,-98.8,76,12.6,-10.6,-17.4,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-83.31221569824793,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-56.192331007242664,,,,,,,,,,
41.10723,29.02949,,48,,,,,-86.2,,,,,-97.8,76,11.6,-10.5,-14.3,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-81.14703947106183,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-55.62358271769567,,,,,,,,,,
41.10723,29.02949,,48,,,,,-87.1,,,,,-95.9,76,11.8,-10.7,-12.2,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-81.99428234256943,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-54.5429609675564,,,,,,,,,,
41.10723,29.02949,,48,,,,,-88.8,,,,,-97.3,76,12.2,-10.9,-14.9,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-83.59462998875047,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-55.339208572922175,,,,,,,,,,
41.10723,29.02949,,48,,,,,-86.0,,,,,-95.7,76,10.2,-10.7,-13.8,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-80.95876327739347,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-54.429211309646995,,,,,,,,,,
41.10723,29.02949,,48,,,,,-89.9,,,,,-96.0,76,10.8,-11.1,-17.0,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-84.63014905392643,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-54.59983579651109,,,,,,,,,,
41.10723,29.02949,,48,,,,,-88.3,,,,,-97.5,76,9.2,-10.7,-18.4,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-83.12393950457957,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-55.45295823083158,,,,,,,,,,
41.10723,29.02949,,48,,,,,-90.4,,,,,-96.4,76,9.7,-11.1,-17.4,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-85.10083953809733,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-54.82733511232989,,,,,,,,,,
41.10723,29.02949,,48,,,,,-87.5,,,,,-96.0,76,8.6,-10.8,-17.2,,,,,,41.10723_29.02949,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.97843992351042,129.71521958713168,19.715219587131685,0.9413809683417845,-82.37083472990615,239.9849456337672,35.33701377612124,55.33701377612124,0.5687482895469905,-54.59983579651109,,,,,,,,,,
41.10722,29.02947,,48,,,,,-90.1,,,,,-96.2,76,8.7,-11.1,-17.3,,,,,,41.10722_29.02947,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.41250211920564,130.45880921912163,20.458809219121633,0.9369237164238101,-84.41682684978528,238.10976509538526,35.162852850229285,55.162852850229285,0.5712458316356251,-54.95384900334714,,,,,,,,,,
41.10722,29.02947,,48,,,,,-87.8,,,,,-94.8,76,8.1,-11.2,-15.2,,,,,,41.10722_29.02947,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,148.41250211920564,130.45880921912163,20.458809219121633,0.9369237164238101,-82.26190230201053,238.10976509538526,35.162852850229285,55.162852850229285,0.5712458316356251,-54.15410483905726,,,,,,,,,,
41.10724,29.02944,,48,,,,,-90.7,,,,,-96.5,76,9.1,-11.6,-15.9,,,,,,41.10724_29.02944,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,145.056973131955,130.43469849165672,20.434698491656718,0.9370707213770264,-84.9923144288963,238.50357868563725,34.36151828130289,54.36151828130289,0.5826689438750701,-56.22755308394426,,,,,,,,,,
41.10724,29.02944,,48,,,,,-88.0,,,,,-95.7,76,6.5,-11.1,-15.1,,,,,,41.10724_29.02944,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,145.056973131955,130.43469849165672,20.434698491656718,0.9370707213770264,-82.46222348117833,238.50357868563725,34.36151828130289,54.36151828130289,0.5826689438750701,-55.76141792884421,,,,,,,,,,
41.10725,29.02941,,48,,,,,-91.9,,,,,-95.0,76,4.8,-12.1,-14.3,,,,,,41.10725_29.02941,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,142.42481676495453,130.7500492812776,20.750049281277597,0.935134904952662,-85.93889776514965,238.01812901401826,33.710967148656835,53.710967148656835,0.5918589029224953,-56.22659577763706,,,,,,,,,,
41.10725,29.02941,,48,,,,,-91.4,,,,,-91.0,76,4.5,-12.5,-13.0,,,,,,41.10725_29.02941,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,142.42481676495453,130.7500492812776,20.750049281277597,0.935134904952662,-85.47133031267332,238.01812901401826,33.710967148656835,53.710967148656835,0.5918589029224953,-53.859160165947074,,,,,,,,,,
41.10727,29.02938,,48,,,,,-92.8,,,,,-90.7,76,4.7,-13.2,-13.3,,,,,,41.10727_29.02938,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,139.0690158616194,130.73192665904867,20.731926659048668,0.93524692047957,-86.79091422050409,238.49619653456028,32.912120752648775,52.912120752648775,0.60303924772859,-54.69565976898311,,,,,,,,,,
41.10727,29.02938,,48,,,,,-91.2,,,,,-91.9,76,6.2,-12.7,-13.3,,,,,,41.10727_29.02938,41.1080861,29.0281222,110.0,6.0,True,41.1054694,29.0278333,340.0,18.0,True,,,,,False,,,,,False,139.0690158616194,130.73192665904867,20.731926659048668,0.93524692047957,-85.29451914773679,238.49619653456028,32.912120752648775,52.912120752648775,0.60303924772859,-55.41930686625742,,,,,,,,,,
